ClockTime,Gen,BestFitness,MeanFitness,MeanSpecieChampFitness,ChampComplexity,MeanComplexity,MaxComplexity,TotalEvaluationCount,EvaluationsPerSec,SearchMode
2017-05-13 12:19:20.523,326,1605.43737724991,1493.24517144773,1473.73979880046,16,27.329,68,274582,1473,Complexifying
2017-05-13 12:19:21.647,328,1605.50051287233,1514.70213287914,1485.70983210433,16,28.904,67,276269,1455,Complexifying
2017-05-13 12:19:22.696,330,1612.77182600875,1475.05912003194,1449.86397155728,17,26.723,67,277943,1544,Complexifying
2017-05-13 12:19:24.127,333,1613.03396938136,1460.34778069261,1500.58014952452,17,28.19,68,280428,1454,Complexifying
2017-05-13 12:19:25.336,335,1613.33249315451,1521.54724096796,1489.08479293189,17,33.874,73,282154,1322,Complexifying
2017-05-13 12:19:26.681,337,1613.39029760346,1485.98325837508,1502.78152626126,17,36.645,73,283820,1301,Complexifying
2017-05-13 12:19:28.372,339,1613.55141462985,1478.13387004196,1515.32628521337,17,44.064,69,285483,1098,Simplifying
2017-05-13 12:19:29.881,341,1613.59900467138,1495.59962894422,1523.90698119108,17,36.391,69,287137,1245,Simplifying
2017-05-13 12:19:31.489,343,1613.67016681621,1510.74202556733,1483.79107860247,17,32.454,69,288855,1389,Simplifying
2017-05-13 12:19:32.961,345,1613.71292526173,1495.41801703607,1539.39117882123,17,40.504,69,290524,1181,Simplifying
2017-05-13 12:19:34.480,347,1613.82509405424,1518.13489649901,1533.63727317598,17,41.841,68,292164,1178,Simplifying
2017-05-13 12:19:35.980,349,1613.83106393135,1518.97436123217,1571.27685749334,17,50.46,68,293788,945,Simplifying
2017-05-13 12:19:37.325,351,1613.86420754343,1536.95582938026,1561.22901977627,17,44.142,77,295479,1087,Simplifying
2017-05-13 12:19:38.956,353,1613.87396108568,1526.21109223837,1561.41036731025,17,47.071,77,297118,1088,Simplifying
2017-05-13 12:19:40.449,355,1613.88455161698,1539.48678815628,1576.3881418741,17,38.613,77,298818,1303,Simplifying
2017-05-13 12:19:41.811,357,1613.92469237306,1532.38591239791,1579.82946197881,17,23.164,76,300517,1958,Simplifying
2017-05-13 12:19:42.818,358,1613.92469237306,1554.351506163,1574.89945617162,17,52.901,76,301384,860,Simplifying
2017-05-13 12:19:44.091,360,1613.92926295979,1527.79122269755,1543.28193722815,16,42.717,76,303102,1122,Simplifying
2017-05-13 12:19:45.714,362,1613.9552656396,1541.0183802717,1519.80712832691,16,54.754,76,304722,912,Simplifying
2017-05-13 12:19:47.131,364,1613.98752852187,1532.96296927039,1479.49142775171,16,34.874,76,306398,1343,Complexifying
2017-05-13 12:19:48.379,366,1614.00544069333,1545.23709792919,1535.46583581616,16,38.316,75,308073,1154,Complexifying
2017-05-13 12:19:49.855,368,1614.06774487549,1528.15558465576,1516.51718473169,16,41.431,75,309803,1098,Complexifying
2017-05-13 12:19:51.577,370,1614.15546743457,1545.56711703546,1553.91032730486,16,45.655,75,311589,1020,Simplifying
2017-05-13 12:19:52.905,372,1614.34436922273,1517.55562786219,1505.84178721301,16,32.618,74,313294,1437,Simplifying
2017-05-13 12:19:54.292,374,1614.34436922273,1490.67895056373,1562.11475082868,16,32.421,74,314927,1447,Simplifying
2017-05-13 12:19:55.862,376,1614.3443692229,1526.94305698273,1582.68110511243,16,35.007,74,316610,1421,Simplifying
2017-05-13 12:19:57.364,378,1614.34491173402,1539.14995306467,1563.91577064046,16,34.239,73,318242,1277,Simplifying
2017-05-13 12:19:59.023,380,1614.39935557805,1541.58498621315,1537.35811490129,16,43.807,72,319925,1149,Complexifying
2017-05-13 12:20:00.332,382,1614.3993555782,1573.69810601923,1564.79970869427,16,40.887,72,321540,1139,Complexifying
2017-05-13 12:20:01.837,384,1614.47347210994,1552.53124461806,1579.22463602129,16,50.067,72,323199,972,Complexifying
2017-05-13 12:20:03.457,386,1614.58205620161,1545.4622241618,1545.01750739511,16,51.64,72,324946,952,Complexifying
2017-05-13 12:20:04.829,388,1614.76940529034,1512.28248514754,1562.21007680695,16,41.877,72,326648,1117,Complexifying
2017-05-13 12:20:06.161,390,1614.80839698747,1543.50194303021,1498.7890544936,16,41.8,73,328380,1118,Complexifying
2017-05-13 12:20:07.310,392,1614.85369859024,1509.28397434933,1572.99695679835,16,33.048,72,330082,1258,Complexifying
2017-05-13 12:20:08.455,394,1615.02005393707,1546.01477778694,1533.18822863851,16,32.78,73,331814,1409,Complexifying
2017-05-13 12:20:09.470,396,1615.09235599416,1540.2789574146,1497.16260189598,16,25.485,72,333527,1652,Complexifying
2017-05-13 12:20:10.687,398,1615.10594041967,1521.61617920689,1517.19110458247,16,36.789,72,335247,1204,Complexifying
2017-05-13 12:20:11.749,400,1615.1086992671,1542.64216997388,1550.16858044606,16,33.778,72,336944,1354,Complexifying
2017-05-13 12:20:13.124,402,1615.1086992671,1515.46755048542,1505.62018110562,16,44.337,73,338662,990,Complexifying
2017-05-13 12:20:14.729,404,1615.11166529168,1531.14476387551,1540.1408713613,16,45.334,72,340342,984,Complexifying
2017-05-13 12:20:16.100,406,1615.12909540818,1537.27344895368,1546.38126155377,16,35.547,72,342094,1197,Complexifying
2017-05-13 12:20:17.256,408,1615.16222632293,1533.14749179944,1564.60910424673,16,27.991,73,343729,1496,Complexifying
2017-05-13 12:20:18.484,410,1615.20716647516,1550.68054562234,1547.87991163958,16,40.083,72,345460,1109,Complexifying
2017-05-13 12:20:19.843,412,1615.24010098132,1552.10020470206,1560.93008751915,16,44.123,73,347178,1061,Complexifying
2017-05-13 12:20:21.189,414,1615.24188939151,1555.07171632114,1530.34583535055,16,33.382,81,348852,1312,Complexifying
2017-05-13 12:20:22.523,416,1615.25773609337,1520.93009413613,1572.43666517187,16,30.206,81,350533,1550,Complexifying
2017-05-13 12:20:24.166,418,1615.26115393172,1531.69941488666,1505.26205766466,16,47.376,83,352314,1006,Complexifying
2017-05-13 12:20:25.802,420,1615.27566632976,1522.55055741008,1481.98512996206,16,54.024,83,354015,860,Simplifying
2017-05-13 12:20:27.539,422,1615.28218794254,1495.02404491022,1481.04793042773,16,57.094,82,355724,849,Simplifying
2017-05-13 12:20:29.388,424,1615.28898926209,1511.79965217486,1524.86914447312,16,55.829,82,357374,877,Simplifying
2017-05-13 12:20:31.176,426,1615.28898926209,1529.9868410606,1550.0658546084,16,61.88,81,359008,785,Simplifying
2017-05-13 12:20:32.924,428,1615.29371107575,1517.87910994729,1580.42837844592,16,55.313,80,360641,863,Simplifying
2017-05-13 12:20:34.822,430,1615.30139186433,1559.91405511442,1582.12428792207,16,62.076,79,362297,794,Simplifying
2017-05-13 12:20:36.710,432,1615.30815757828,1569.83637329359,1588.30808427032,16,60.726,84,364016,819,Simplifying
2017-05-13 12:20:37.739,433,1615.30815757828,1554.21768145476,1537.98922546045,16,60.089,84,364863,822,Simplifying
2017-05-13 12:20:39.577,435,1615.32170661871,1535.03839490867,1561.34896233299,16,59.309,84,366546,806,Simplifying
2017-05-13 12:20:40.590,436,1615.32170661871,1541.57248162591,1543.02165400022,16,62.55,83,367359,801,Simplifying
2017-05-13 12:20:42.372,438,1615.33028917302,1538.41039480346,1591.30607147661,16,54.28,83,368989,902,Simplifying
2017-05-13 12:20:43.392,439,1615.33028917302,1568.11757753338,1578.99607173495,15,59.137,83,369831,825,Simplifying
2017-05-13 12:20:44.466,440,1615.33631569191,1561.25165786953,1578.39725044912,16,65.941,83,370641,753,Simplifying
2017-05-13 12:20:45.466,441,1615.33631569191,1555.80027515849,1567.26333313713,16,60.191,82,371475,834,Simplifying
2017-05-13 12:20:47.380,443,1615.36532780397,1561.81361042204,1579.00311343238,15,61.203,82,373113,801,Simplifying
2017-05-13 12:20:48.469,444,1615.36532780397,1560.09916981919,1595.11502131561,15,63.075,82,373958,775,Simplifying
2017-05-13 12:20:49.545,445,1615.36532780397,1566.23715238915,1588.9300639523,15,60.892,82,374798,780,Simplifying
2017-05-13 12:20:51.468,447,1615.38370898043,1556.21221752021,1585.82769906158,15,53.429,82,376472,898,Complexifying
2017-05-13 12:20:53.142,449,1615.38966253374,1553.41203171655,1513.24200152188,15,47.61,82,378203,1025,Complexifying
2017-05-13 12:20:54.902,451,1615.39395286053,1545.06073161507,1540.34471166192,15,56.6,76,379891,832,Complexifying
2017-05-13 12:20:56.539,453,1615.40395878405,1544.91550972506,1558.83204608633,15,47.252,75,381558,989,Complexifying
2017-05-13 12:20:58.492,455,1615.40794063016,1528.82635998874,1548.14783378894,15,54.965,76,383290,894,Complexifying
2017-05-13 12:21:00.574,457,1615.41324797958,1544.50729695401,1565.65263300962,15,64.374,84,384948,754,Simplifying
2017-05-13 12:21:01.660,458,1615.41689333819,1542.06686474352,1506.20905892296,15,64.384,84,385807,790,Simplifying
2017-05-13 12:21:03.580,460,1615.42992233078,1545.54562955158,1574.3380203911,15,55.385,84,387489,897,Simplifying
2017-05-13 12:21:05.483,462,1615.44890303512,1546.94753179381,1566.03413313296,15,53.276,83,389151,861,Simplifying
2017-05-13 12:21:07.392,464,1615.45654388573,1553.26637791428,1555.76432237594,15,52.365,82,390773,891,Simplifying
2017-05-13 12:21:09.039,466,1615.45654388573,1543.09841257778,1564.33940191254,15,55.932,82,392427,868,Simplifying
2017-05-13 12:21:10.530,468,1615.46927215179,1548.13687177256,1550.30985965092,15,51.477,72,394187,869,Complexifying
